Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Project ID,Agency Project ID,Project Name,Project Description,Start Date,Completion Date (B1),Spent Days,Project Status,Planned Project Completion Date (B2),Projected/Actual Project Completion Date (B2),Lifecycle Cost,Schedule Variance (in days),Schedule Variance (%),Schedule Status,Cost Variance ($ M),Financial Status,Cost Variance (%),Planned Cost ($ M),Projected/Actual Cost ($ M),Updated Date,Updated Time,Unique Project ID
015-000000017,526,15,Department of the Treasury,Integrated Customer Communication Environment (ICCE),2759,127,eTranscript/Send My Transcript (SMTRA),"eTranscript/Send My Transcript comprises web and phone applications which provide taxpayers with readily accessible, clear, up-to-date and accurate tax-related information.  The eTranscript/Send My Transcript  Web Application will provide taxpayers a means to electronically send their tax transcript to the secure mailbox of a third party, typically a prospective lender.",2011-01-10T00:00:00Z,2012-09-17T00:00:00Z,615,Completed,2012-09-17T00:00:00Z,2012-09-17T00:00:00Z,1.15,0,0,Balanced schedule,-0.234,Under budget,-20.35,1.15,1.384,2012-08-28T00:00:00Z,6:45:28,112
015-000000027,527,15,Department of the Treasury,Integrated Financial System (IFS),529,47,IFS Technical Update and Budget Control System,"Update the Integrated Financial System (IFS) software from SAP Version 4.6c (v4.6c) to SAP Version 6.5 (v6.5), and implement the SAP Budget Control System (BCS). [NOTE: Additional activities corresponding to the balance of this Project's stated lifecycle cost will be added after completion of the 1st activity.",2011-01-08T00:00:00Z,2012-12-31T00:00:00Z,723,Completed,,,9.818451,0,0,Balanced schedule,-0.331327,Under budget,-3.37,9.818451,10.149778,2012-06-07T00:00:00Z,5:59:52,1 5 5 7 3 
015-000000027,527,15,Department of the Treasury,Integrated Financial System (IFS),2762,154,Fiscal Year End 2012,Execute Fiscal Year (2012) End Activities.,2012-01-01T00:00:00Z,2012-12-31T00:00:00Z,365,Completed,,,0.62,0,0,Balanced schedule,0,Balanced budget,0,0.619,0.619,2012-06-29T00:00:00Z,6:31:49,FYE 2012
015-000000027,527,15,Department of the Treasury,Integrated Financial System (IFS),2763,156,Fiscal Year End 2011,Execute Fiscal Year (2011) End Activities.,2011-09-15T00:00:00Z,2011-12-31T00:00:00Z,107,Completed,2011-12-31T00:00:00Z,2011-12-31T00:00:00Z,0.27,0,0,Balanced schedule,0.009687,Excess budget,3.59,0.27,0.260313,2012-06-07T00:00:00Z,5:59:52,FYE2011
015-000000019,528,15,Department of the Treasury,Integrated Submission and Remittance Processing System (ISRP),675,48,Legislative Tax Form Changes,Update system to reflect legislatively-approved tax form changes.,2012-01-03T00:00:00Z,2013-02-28T00:00:00Z,422,Completed,,,0.25,0,0,Balanced schedule,0,Balanced budget,0,0.25,0.25,2012-05-31T00:00:00Z,6:32:43,79628-008
015-000000045,538,15,Department of the Treasury,Modernized e-File (MeF),526,57,"Modernized eFile, Release 7",Develop solution needed to process Form 1040 and includes the remaining 125 forms and schedules.,2011-04-27T00:00:00Z,2012-05-17T00:00:00Z,386,Completed,2012-05-17T00:00:00Z,2012-05-17T00:00:00Z,34,0,0,Balanced schedule,-11.643582,Under budget,-34.27,33.975,45.618582,2012-07-30T00:00:00Z,6:58:59,MeF Rel 7
015-000000045,538,15,Department of the Treasury,Modernized e-File (MeF),2777,59,"Modernized eFile, Release 8",Design and development activities for delivery of Form 94x in January 2013.,2011-03-10T00:00:00Z,2012-12-29T00:00:00Z,660,Completed,,,28.05,-7,-1.55,Under schedule,0.507,Excess budget,1.81,28.05,27.543,2012-07-30T00:00:00Z,6:58:59,MeF Rel 8
015-000000004,542,15,Department of the Treasury,Payment Application Modernization (PAM),1145,150,PR 4.1,"Notification to FRB of ACH Transmittal information, Internet Payment Platform (IPP) acknowledgement via MQ from TWAI, Implement Post Print Report findings for 1691 reporting, Generic Types of Payment Configuration Changes, Enhanced Standard Payment Request, and CashTrack delivery via MQ to TWAI.",2011-03-08T00:00:00Z,2012-05-31T00:00:00Z,449,Completed,2012-05-05T00:00:00Z,2012-04-30T00:00:00Z,3.731416,5,1.81,Excess schedule,1.262954,Excess budget,33.94,3.721263,2.458309,2012-07-30T00:00:00Z,6:58:29,41
015-000000004,542,15,Department of the Treasury,Payment Application Modernization (PAM),3225,1689,PR 2013-1,"IRS refund payments will be transitioning to the PAM Standard Payment Request beginning in January 2013.  In order to process these payment requests, the PAM Standard Payment Request needs modifications to allow for savings bonds orders requested by tax payers.  In addition, PAM will need to build a new outgoing file to order the savings bonds from the SnAP application developed by FRB Cleveland.",2012-10-22T00:00:00Z,2013-04-05T00:00:00Z,165,Completed,,,2.976311,0,0,Balanced schedule,0,Balanced budget,0,2.97631,2.97631,2012-02-07T00:00:00Z,9:05:22,13-Jan
015-000000004,542,15,Department of the Treasury,Payment Application Modernization (PAM),3227,1690,PR 2013-2,Scope of this release will be based on RAD session as determined by FMS business owners.,,,,Unknown,,,,,,Unknown,,Unknown,,,,2012-02-07T00:00:00Z,9:05:22,13-Feb
015-000000004,542,15,Department of the Treasury,Payment Application Modernization (PAM),3229,1692,PR 2014-1,Scope of this release will be based on RAD session as determined by FMS business owners.,,,,Unknown,,,,,,Unknown,,Unknown,,,,2012-02-07T00:00:00Z,9:05:22,14-Jan
015-000000021,546,15,Department of the Treasury,Service Center Recognition/Image Processing System (SCRIPS),534,87,Annual Legislative Changes,Update SCRIPS system to include approved legislative changes.,2012-01-03T00:00:00Z,2013-02-28T00:00:00Z,422,Completed,,,0.25,0,0,Balanced schedule,0,Balanced budget,0,0.25,0.25,2012-05-31T00:00:00Z,6:33:00,LEG-01
015-000000044,637,15,Department of the Treasury,Return Review Program (RRP),2768,273,RRP Release 2,Return Review Program Release 2 - high priority Pre-Refund and CI functionality.,2011-01-07T00:00:00Z,2014-01-04T00:00:00Z,1093,Completed,2013-01-03T00:00:00Z,2013-01-03T00:00:00Z,23.51,0,0,Balanced schedule,0,Balanced budget,0,8.75,8.75,2012-06-29T00:00:00Z,6:31:26,RRP-Rel2
015-000000018,639,15,Department of the Treasury,Integrated Data Retrieval System (IDRS),730,69,Integrated Data Retrieval System (IDRS) - Filing Season 2012,"Development for legislatively mandated tax law changes (for example, portions of Health Care and Education Reconciliation Act) and customer requested modernization and enhancement (for example, accelerate processing cycle)  * The Integrated Data Retrieval System (IDRS) is an IRS mission critical system consisting of databases and subsystems supporting IRS employees working active tax cases. It manages data retrieved from the Tax Master Files allowing IRS employees to take specific actions on taxpayer account issues, track status and post updates back to the Master Files. It provides for systemic review of case status, alleviating staffing needs and providing consistency in case control. Actions taken via IDRS include notice issuance, installment agreement processing, offers in compromise, adjustment processing, penalty and interest computations and explanations, credit and debit transfers within an account or other related accounts and research of taxpayer accounts for problem resolution of taxpayer inquiries.",2011-01-10T00:00:00Z,2012-03-31T00:00:00Z,445,Completed,2012-03-31T00:00:00Z,2012-03-31T00:00:00Z,1.927104,0,0,Balanced schedule,0.084756,Excess budget,4.4,1.927104,1.842348,2012-05-31T00:00:00Z,6:32:49,IDRS-FS12
015-000000057,827,15,Department of the Treasury,Over the Counter Channel Application (OTCnet),2798,88,Corrections/Adjustments ,"Corrections and Adjustments project will provide the functionality to process Corrections and Adjustments in OTCnet. Corrections and Adjustments for checks will be processed from Debit Gateway to OTCnet and will be reported to TRS. For deposit processing, a user interface will be designed to enter the information into OTCnet and then transmit the information to TRS. Following the scope discussions, this project was cancelled in Feb. 2012.",2011-01-09T00:00:00Z,2012-02-28T00:00:00Z,415,Completed,,,4.15,0,0,Balanced schedule,1.542,Excess budget,12.38,12.451,10.909,2012-08-13T00:00:00Z,6:43:44,1-4Cor/Adj
015-000000061,830,15,Department of the Treasury,Wholesale Securities Services (WSS),531,40,TAAPS System Rewrite,"A system rewrite of TAAPS will begin in October 2011 with the first phase being define and documentation.  The rewrite may improve auction screens, reports, interfaces, or infrastructure to provide timely, accurate, and informative qualitative/quantitative analysis of Treasury Auctions.  Phase two will be the development phase and move towards the implementation process of the rewrite. Planned implementation of 9/30/2013.",2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,628,Completed,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,4.096,0,0,Balanced schedule,0,Balanced budget,0,4.096,4.096,2012-07-30T00:00:00Z,6:58:25,WSSTP01
015-999990063,831,15,Department of the Treasury,Franchise Financial & Administrative Services (FFAS),2913,1176,System Software Upgrades,System software upgrades including all phases(requirements/design/development/test/implement)of internal initiatives to improve service delivery and customer requested enhancements.,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,628,Completed,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,7.775,0,0,Balanced schedule,-0.169,Under budget,-2.17,7.775,7.944,2012-05-31T00:00:00Z,6:33:07,FFASSSU
015-000003501,1057,15,Department of the Treasury,BPD End User Systems and Services,787,63,End Users Maintenance Activities,End User Maintenance activities.,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,628,Completed,,,1.45,0,0,Balanced schedule,-0.018854,Under budget,-1.3,1.45,1.468854,2012-06-29T00:00:00Z,6:31:38,EURSS01
015-000003503,1058,15,Department of the Treasury,BPD Telecommunications Systems and Support ,723,55,Modernize Voice Communications ,Modernization of voice communications using Voice over IP (VoIP) technologies for internal and remote users.,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,628,Completed,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,0.5,0,0,Balanced schedule,-0.02522,Under budget,-5.04,0.5,0.52522,2012-06-29T00:00:00Z,6:31:37,TELESS02
015-000003502,1059,15,Department of the Treasury,BPD Mainframe and Servers Support and Services,724,66,Fiscal IT Mainframes Upgrade,Fiscal IT Mainframes Upgrade.,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,628,Completed,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,2.074,0,0,Balanced schedule,0.0459,Excess budget,2.21,2.074,2.0281,2012-06-29T00:00:00Z,6:31:40,MFSVS02
015-000003502,1059,15,Department of the Treasury,BPD Mainframe and Servers Support and Services,2742,77,Maintenance Projects,"Maintenance Projects such as technical refreshes, backup environment and operating system upgrades.",2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,628,Completed,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,5.102,0,0,Balanced schedule,0.11831,Excess budget,2.32,5.102,4.98369,2012-06-29T00:00:00Z,6:31:40,MFSVS05
015-000000350,1069,15,Department of the Treasury,IRS Main Frames and Servers Services and Support (MSSS),2875,719,Modernized Infrastructure Solaris 10 & Supporting Technologies Upgrade,"To complete the upgrade of GSS MITS-27 (DITE), MITS-17 (ESM), and MITS-18 (Portals/BKend/DRE) UNIX servers in the modernized infrastructure to Solaris 10; replace UNIX Solaris 8 and 9 servers hardware that are end-of-support-life.",2011-11-07T00:00:00Z,2012-04-30T00:00:00Z,174,Completed,2012-04-30T00:00:00Z,2012-05-18T00:00:00Z,3.812,-18,-6.12,Under schedule,0,Balanced budget,0,3.812,3.812,2012-06-29T00:00:00Z,6:32:03,1112
015-000000349,1070,15,Department of the Treasury,IRS End User Systems and Services (EUSS),733,168,Comprehensive Printing Strategy (CPS),"Establish and deploy a standard network print/copy/scan environment and its associated support model for the 25 largest IRS buildings, and to concurrently deploy Default Duplex Printing settings to all network printers (as appropriate) enterprise wide.",2011-09-16T00:00:00Z,2014-08-15T00:00:00Z,1064,Completed,,,2.808971,0,0,Balanced schedule,0,Balanced budget,0,2.724763,2.724763,2012-07-30T00:00:00Z,6:58:47,9XZFRSC100
015-000000348,1071,15,Department of the Treasury,IRS Telecommunications Systems and Support (TSS),791,265,Enterprise e-Fax (EEF),"The goal of the Enterprise e-Fax project is to provide an electronic fax solution that can receive, route and deliver electronic fax documents.  This solution will act as a 'fax utility' and provide the fax handling infrastructure.  This will extend electronic faxing to employee's desktop by integrating and leveraging existing IRS infrastructure as well as incorporating new technologies such as Fax over IP (FoIP).",2009-12-07T00:00:00Z,2016-01-08T00:00:00Z,2223,Completed,2012-08-30T00:00:00Z,2013-02-28T00:00:00Z,22,-182,-42.33,Under schedule,0,Balanced budget,0,22,22,2012-07-30T00:00:00Z,6:59:07,2
015-000000341,1074,15,Department of the Treasury,IT Infrastructure End User Services and Support (EUSS),1146,167,Mobile Information Protection (MIPS) Deployment,The OCC currently uses MIPS for centralized backup of user PC data.  This deployment is to provide MIPS to the new OTS staff that have joined the OCC.  The deployment costs are incorporated into the fixed monthly recurring costs for MIPS on the I-Metro contract.  The cost below represent Govt FTE costs supporting this effort.,2012-02-15T00:00:00Z,2012-06-30T00:00:00Z,135,Completed,2012-06-30T00:00:00Z,2012-06-23T00:00:00Z,0.04,7,5.15,Excess schedule,0,Balanced budget,0,0.04,0.04,2012-07-30T00:00:00Z,6:58:36,1
015-000000341,1074,15,Department of the Treasury,IT Infrastructure End User Services and Support (EUSS),2778,166,Blackberry Deployment,"Deployment of an estimated additional 1,200 Blackberry devices to OCC Examiners and OTS staff. Blackberry deployment will be obtained through the I-Metro O&M contract. The OCC already has 1,350 Blackberry devices deployed. The contractor deployment costs are incorporated into a monthly recurring fixed cost per device.  The costs below for the deployment project segment are Govt FTE labor supporting this effort.",2011-09-15T00:00:00Z,2012-02-03T00:00:00Z,141,Completed,2012-02-03T00:00:00Z,2012-02-03T00:00:00Z,0.04,0,0,Balanced schedule,0,Balanced budget,0,0.04,0.04,2012-04-19T00:00:00Z,9:47:19,0
015-000000335,1079,15,Department of the Treasury,Central Accounting and Reporting System,2787,95,Monthly Treasury Statement (MTS) Reporting,"This project will implement the features necessary to produce the MTS. The MTS will use WebFocus to generate a report that summarizes the financial activities of the federal government and off-budget federal entities in accordance with the Budget of the U.S. Government. The MTS presents a summary of:Receipts and outlays Surplus or deficit Means of financing on a modified cash basis using data reported to CARS by federal entities, disbursing officers, and Federal Reserve Banks.",2011-03-10T00:00:00Z,2013-09-02T00:00:00Z,906,Completed,,,4.1196,0,0,Balanced schedule,0.442249,Excess budget,10.74,4.1196,3.677351,2012-10-08T00:00:00Z,8:22:20,1333
015-000000335,1079,15,Department of the Treasury,Central Accounting and Reporting System,2793,103,Program Management,"Manage each project within the program. Provide Risk Management, Quality Assurance, budget oversight and reporting support. Provide status management and reporting.",2011-03-10T00:00:00Z,2014-09-20T00:00:00Z,1289,Completed,,,2.423,0,0,Balanced schedule,0.047848,Excess budget,2.01,2.37514,2.327292,2012-10-08T00:00:00Z,8:22:20,131
